,veh_make_other,vehicle_model,vehicle_year,weight_class_cvm,vehicle_classification,vehicle_weight
1310,Chevrolet,2500 HD PICKUP,2018,LHD,2,4400
1311,Nissan,nv2500,2012,LHD,1,4700
1312,Jeep,CHEROKEE,2020,DA,1,9999998
1313,HONDA,Civic,2012,DA,1,3200
1314,Hyundai,Sonata,2018,DA,1,3500
1315,Jeep,CHEROKEE,2009,DA,1,4200
1316,Ford,TRANSIT,2018,LHD,3,6800
1317,Chevrolet,SILVERADO,2016,DA,2,8600
1318,Ford,F250,2014,LHD,2,10000
1319,HINO,195dc,2020,MHD,8,19511
1320,HINO,195,2020,MHD,8,19511
1321,Freightliner,m2,2020,MHD,8,25500
1322,Chevrolet,3500 EXPRESS BOX TRUCK,2016,LHD,5,12000
1323,Jeep,PATRIOT,2018,DA,1,5100
1324,TOYOTA,RAV4,2015,DA,1,3980
1325,HONDA,Civic,2014,DA,1,3100
1326,Freightliner,Cascadia,2010,HHD,8,66000
1327,International,3400,2008,HHD,8,56000
1328,Freightliner,"New Cascadia 116"" Day cab",2010,HHD,8,54000
1329,Freightliner,"New Cascadia 116"" Day cab",2005,HHD,8,58000
1330,Ford,ECONOLINE,2012,HHD,3,68000
1331,Chevrolet,EXPRESS 3500,2009,LHD,3,8800
1332,Ford,TRANSIT,2012,LHD,3,6800
1333,Ford,FUSION,2013,DA,1,3900
1334,Chevrolet,Monte Carlo,2007,DA,1,3354
1335,Buick,Encore,2015,DA,1,4374
1336,TOYOTA,path,2016,DA,1,5800
1337,DODGE,CALIBER,2015,DA,1,4980
1338,HONDA,Civic,2015,DA,1,3880
1339,Ford,TAURUS,2008,DA,1,5100
1340,Nissan,Pathfinder,2014,DA,1,6000
1341,Volkswagen,Beetle Convertible,2015,DA,1,3900
1342,Ford,TRANSIT CONNECT,2018,DA,3,3979
1343,Ford,F-550,2018,LHD,2,7510
1344,Chevrolet,3500 EXPRESS BOX TRUCK,2019,LHD,5,7239
1345,Ford,F-150,2021,DA,2,4470
1346,Ford,FIESTA,2021,DA,1,2578
1347,Buick,Allure,2014,DA,1,3100
1348,MACK,Anthem,2016,HHD,8,86000
1349,Peterbilt,359,2010,HHD,8,86000
1350,MAZDA,3,2018,DA,1,3208
1351,Ford,F150,2017,DA,2,7010
1352,Ford,Bronco,2008,DA,1,4100
1353,Ford,Cargo Van,2018,LHD,3,8600
1354,DODGE,DURANGO,2016,DA,1,4600
1355,Cadillac,CT6,2021,DA,1,5070
1356,Nissan,PATHFINDER,2017,DA,1,5985
1357,TOYOTA,SCION,2012,DA,1,3027
1358,Freightliner,International,2015,HHD,8,88000
1359,Freightliner,Cascadia,2012,HHD,8,68000
1360,Freightliner,"New Cascadia 116"" Day cab",2009,HHD,8,80000
1361,Freightliner,COLUMBIA,2011,HHD,8,66000
1362,VOLVO,VNL TRACTOR,2004,HHD,8,87000
1363,MACK,R,2012,HHD,8,56000
1364,GMC,TERRAIN,2017,DA,1,3280
1365,Freightliner,122SD,2014,HHD,8,88000
1366,TOYOTA,4RUNNER 4WD,2021,DA,1,3100
1367,Ford,F150,1994,DA,2,7010
1368,TOYOTA,HIGHLANDER,2016,DA,1,5840
1369,HONDA,HR-V,2016,DA,1,3109
1370,Chevrolet,Tahoe,2017,DA,1,6800
1371,Ford,RANGER,2018,DA,2,6200
1372,GMC,2500 HD,2017,LHD,2,6540
1373,Ford,EXPLORER,2015,DA,1,5700
1374,Ford,F150,2006,DA,2,7010
1375,Ford,fusion,2015,DA,1,3280
1376,Ford,F450 DUALLY,2012,LHD,5,12000
1377,GMC,3500,2012,LHD,5,11500
1378,Chevrolet,3500 STAKE TRUCK,2008,LHD,5,11500
1379,Chevrolet,3500 EXPRESS BOX TRUCK,2010,LHD,5,11000
1380,TOYOTA,SCION xB,2013,DA,1,4100
1381,Ford,Astro Van,2016,DA,3,4010
1382,Nissan,UD2600 Box,2011,MHD,5,26000
1383,Freightliner,"New Cascadia 116"" Day cab",2015,HHD,8,66000
1384,Prostar,International,2007,MHD,8,30000
1385,VOLVO,VNL,2011,MHD,8,30000
1386,Freightliner,"New Cascadia 116"" Day cab",2009,HHD,8,42000
1387,International,PROSTAR,2010,HHD,8,33000
1388,Chevrolet,Tahoe,2019,DA,1,6300
1389,Chevrolet,Cargo Van,2014,LHD,3,8800
1390,TOYOTA,Highlander ,2016,DA,1,3100
1391,Ford,Edge,2014,DA,1,2200
1392,DODGE,Nitro,2017,DA,1,5900
1393,DODGE,Nitro,2018,DA,1,5900
1394,Hyundai,Entourage,2017,DA,3,5800
1395,Ford,TRANSIT,2018,LHD,3,6100
1396,Chevrolet,2500,2013,LHD,2,8780
1397,DODGE,RAM,2017,DA,2,7100
1398,Ford,TRANSIT,2016,LHD,3,7000
1399,Ford,F250,2016,LHD,2,10000
1400,Nissan,NV,2016,DA,3,8050
1401,Ford,TRANSIT,2017,LHD,3,6800
1402,Chevrolet,COBALT,2018,DA,1,2681
1403,BMW,1 Series,2018,DA,1,4851
1404,Ford,RANGER,2018,DA,2,6800
1405,Ford,TRANSIT CONNECT,2016,DA,3,6800
1406,Buick,Terraza,2016,DA,3,5900
1407,Chevrolet,3500 EXPRESS BOX TRUCK,2008,LHD,5,12000
1408,Jeep,CHEROKEE,2009,DA,1,6500
1409,Ford,Astro Van,2011,DA,3,4200
1410,Ford,ESCAPE,2017,DA,1,4280
1411,Nissan,Pathfinder,2016,DA,1,6200
1412,Lincoln,Navigator,2020,DA,1,6200
1413,Chevrolet,Blazer,2016,DA,1,6800
1414,Chevrolet,GMT-400,2014,DA,2,6100
1415,Chevrolet,Tahoe,2009,DA,1,5100
1416,Freightliner,M2 106md,2008,HHD,5,33000
1417,Chevrolet,4500,2019,LHD,5,12000
1418,DODGE,DURANGO,2019,DA,1,6800
1419,Ford,TRANSIT,2020,LHD,3,4920
1420,Ford,TRANSIT CONNECT,2018,DA,3,5050
1421,Ford,TRANSIT,2016,LHD,3,5160
1422,HONDA,accord,2015,DA,1,5400
1423,Nissan,Pathfinder,2018,DA,1,5986
1424,TOYOTA,PRIUS,2017,DA,1,3400
1425,TOYOTA,COROLLA,2014,DA,1,3000
1426,Mitsubishi,Outlander,2016,DA,1,5192
1427,HONDA,Civic,2018,DA,1,2771
1429,Ford,E-450 STARCRAFT,2008,LHD,5,15000
1430,Isuzu,NPR,2017,MHD,5,22000
1431,Isuzu,NPR,2014,MHD,5,12000
1432,TOYOTA,PRIUS,2015,DA,1,3100
1433,TOYOTA,Highlander Hybrid,2018,DA,1,5970
1434,Isuzu,NPR,2014,MHD,5,12500
1435,Hyundai,IONIQ,2017,DA,1,3172
1436,TOYOTA,PRIUS,2018,DA,1,2900
1437,Tesla,MODEL 6,2017,DA,1,5997
1438,MERCEDES BENZ,e class,2018,DA,1,5800
1439,Hyundai,ELANTRA,2017,DA,1,6100
1440,DODGE,Charger,2014,DA,1,5300
1441,TOYOTA,Civic,2017,DA,1,3800
1442,TOYOTA,COROLLA,2018,DA,1,3600
1443,Ford,ESCAPE,2011,DA,1,5100
1444,Ford,EXPLORER,2014,DA,1,6200
1445,Ford,F350 TRANSIT,2014,LHD,3,8600
1446,Lexus,ES 350,2015,DA,1,3100
1447,Chevrolet,SILVERADO,2020,DA,2,9800
1448,Volkswagen,ID.4,2021,DA,1,4568
1449,Hyundai,Santa Fe,2017,DA,3,4045
1450,Nissan,Quest,2019,DA,3,3668
1451,Ford,CMAX,2015,DA,3,3607
1452,Ford,F350 Box Truck ,2018,LHD,5,3893
1453,Kia,SORENTO,2020,DA,1,4100
1454,Nissan,Rogue Select,2019,DA,1,3900
1455,Kia,SOUL,2017,DA,1,3200
1456,Ford,E350 BOX TRUCK,2010,LHD,5,11500
1457,Ford,E-450 STARCRAFT,2008,LHD,5,12400
1458,Ford,F450 BOX TRUCK,2009,LHD,5,14000
1459,Ford,F450 BOX TRUCK,2015,LHD,5,8000
1460,TOYOTA,COROLLA,2013,DA,1,3800
1461,HONDA,Civic,2009,DA,1,3900
1462,Lincoln,LS,2015,DA,1,6900
1463,Ford,TAURUS,2009,DA,1,2900
1464,Ford,F-450,2018,LHD,2,8280
1465,Kia,Niro,2019,DA,1,3199
1466,Chevrolet,3500,2018,LHD,2,7800
1467,Chevrolet,Tahoe,2017,DA,1,5800
1468,TOYOTA,Tundra,2016,DA,2,6700
1469,TOYOTA,Tacoma,2018,DA,2,6080
1470,Volkswagen,CC,2018,DA,1,3369
1471,TOYOTA,Mirai,2016,DA,1,4098
1472,TOYOTA,SIENNA,2015,DA,3,2865
1473,Ford,F350 Box Truck ,2008,LHD,5,4700
1474,HONDA,ODDYSSEY,2019,DA,3,3514
1475,HONDA,HR-V,2020,DA,3,3500
1476,HONDA,Civic,2018,DA,1,3500
1477,Jeep,LIBERTY,2017,DA,2,4290
1478,Ford,TRANSIT,2019,LHD,1,3299
1479,Tesla,Model 3,2020,DA,1,4032
1480,HONDA,ACCORD,2020,DA,1,3400
1481,TOYOTA,COROLLA,2017,DA,1,2900
1482,HONDA,Sienna,2019,DA,3,4100
1483,Ford,TRANSIT,2016,LHD,3,6800
1484,Ford,E350 BOX TRUCK,2014,LHD,5,10000
1485,Ford,F350 BOX TRUCK,2014,LHD,5,12000
1486,Ford,F350 Box Truck ,2012,LHD,5,10500
1487,Ford,TRANSIT,2014,LHD,3,6800
1488,TOYOTA,CAMRY,2012,DA,1,3420
1489,Subaru,Ascent,2015,DA,1,5800
1490,Ford,Bronco,2006,DA,1,4077
1491,TOYOTA,Tacoma,2017,DA,2,6200
1492,Ford,TRANSIT CONNECT VAN,2016,DA,3,6200
1493,Ford,Astro Van,2015,DA,3,3980
1494,DODGE,Caravan ,2018,DA,3,6050
1495,Chevrolet,3500 EXPRESS BOX TRUCK,2015,LHD,5,10500
1496,Ford,E450 BOX TRUCK,2017,LHD,5,15000
1497,HONDA,Acura,2015,DA,1,2980
1498,Volkswagen,CC,2019,DA,1,4497
1499,TOYOTA,SCION,2008,DA,1,3682
1500,TOYOTA,SCION xA,2020,DA,1,3348
1501,HONDA,Acura,2015,DA,1,3480
1502,Ford,AEROSTAR VAN,2016,DA,3,3800
1503,Audi,e-tron,2019,DA,1,7066
1504,TOYOTA,RAV4,2018,DA,1,4705
1505,Chevrolet,EXPRESS 2500,2020,LHD,3,9200
1506,Freightliner,"New Cascadia 126"" Day cab",2005,HHD,8,60000
1507,Ford,EXPLORER,2014,DA,1,5200
1508,Lincoln,Navigator,2016,DA,1,4100
1509,Lexus,RX350,2016,DA,1,7200
1510,Mitsubishi,Eclipse,2018,DA,1,6890
1511,Nissan,Rogue,2016,DA,1,6900
1512,GMC,YUKON,2011,DA,1,4100
1513,Lexus,LS 460,2018,DA,1,5415
1514,Ford,F 350,2019,LHD,2,10000
1515,Ford,F250,2017,LHD,2,10000
1516,Ford,F150,2020,DA,2,7010
1517,Jeep,Compass,2014,DA,1,7300
1518,Ford,F250,2016,LHD,2,10000
1519,DODGE,RAM,2016,LHD,2,9200
1520,DODGE,DURANGO,2012,DA,1,5100
1521,HONDA,CRV,2016,DA,1,3552
1522,Hyundai,ELANTRA,2018,DA,1,3855
1523,CHRYSLER,Aspen,2018,DA,1,5480
1524,Ford,TRANSIT,2017,LHD,3,6600
1525,Ford,Astro Van,2015,DA,3,4850
1526,GMC,ACADIA,2016,DA,1,6200
1527,GMC ,Terrain ,2017,DA,1,5900
1528,HONDA,Civic,2016,DA,1,3900
1529,Chevrolet,Blazer,2014,DA,1,4900
1530,Ford,F550,2009,LHD,5,12700
1531,TOYOTA,COROLLA,2016,DA,1,2875
1532,Ford,F-150,2015,DA,2,6010
1533,Subaru,baja,2018,DA,2,5100
1534,HONDA,RIDGELINE,2018,DA,2,5200
1535,Peterbilt,386,2012,HHD,8,52000
1536,Ford,F-650,2014,MHD,8,66000
1537,Peterbilt,386,2012,HHD,8,52000
1538,Peterbilt,386,2012,HHD,8,52000
1539,Peterbilt,359,2019,HHD,8,68000
1540,Freightliner,M2,2018,MHD,8,25000
1541,TOYOTA,Scion,2018,DA,1,3120
1542,Freightliner,COLUMBIA,2005,HHD,8,66000
1543,Kenworth,Tractor,2002,HHD,8,56000
1544,Freightliner,Cascadia,2012,HHD,8,70000
1545,Freightliner,COLUMBIA,2011,HHD,8,56000
1546,TOYOTA,COROLLA,2011,DA,1,2734
1547,GMC,Canyon,2019,DA,2,3938
1548,Subaru,Forrester,2016,DA,1,3622
1549,TOYOTA,CAMRY,2004,DA,1,3142
1550,Ford,ESCAPE,2015,DA,1,3200
1551,Chevrolet,3500 HD,2022,LHD,5,4200
1552,Nissan,2300 Box ,2012,DA,5,2983
1553,DODGE,RAM 5500,2015,LHD,5,4054
1554,Ford ,F450 Box Truck ,2013,LHD,5,4597
1555,Nissan,Ultima,2016,DA,1,2980
1556,Kia,SORENTO,2013,DA,5,3780
1557,Hyundai,Sonata,2014,DA,1,3338
1558,Cadillac,XT4,2019,DA,1,4200
1559,Chevrolet,VOLT,2014,DA,1,3786
1560,DODGE,CARAVAN,2017,DA,3,4510
1561,DODGE,CARAVAN,2017,DA,3,4510
1562,HONDA,HR-V,2022,DA,1,3219
1563,MAZDA,CX-05,2017,DA,1,3655
1564,HONDA,Civic,2006,DA,1,3200
1565,Volkswagen,Rabbit,2009,DA,1,3072
1566,Nissan,Rogue,2016,DA,1,3200
1567,HONDA,PILOT,2003,DA,1,4400
1568,Hyundai,Tucson,2017,DA,1,3400
1569,Ford,FOCUS,2004,DA,1,2550
1570,Ford,TRANSIT,2018,LHD,3,3979
1571,Lexus,ES 350,2021,DA,1,4250
1572,Tesla,3,2018,DA,1,4541
1573,Ford,F250,2019,LHD,2,10000
1574,Ford,F250,2015,LHD,2,10000
1575,Ford,F250,2016,LHD,2,10000
1576,Ford,F150,2015,DA,2,5000
1577,Ford,F250,2018,LHD,2,10000
1578,Ford,F650,2017,MHD,5,15000
1579,Ford,F650,2016,MHD,5,15000
1580,Ford,F650,2018,MHD,5,13500
1581,Ford,F150,2018,DA,2,7010
1582,Ford,F250,2017,LHD,1,10000
1583,TOYOTA,CAMRY,2017,DA,1,3800
1584,HONDA,Civic,2012,DA,1,3300
1585,Chevrolet,Malibu,2016,DA,1,6100
1586,Freightliner,Cascadia,2014,HHD,8,66000
1587,Kenworth,T370,2010,HHD,8,72000
1588,Ford,F450 BOX TRUCK ,2011,LHD,5,22500
1589,Ford,F550,2016,LHD,5,22000
1590,Freightliner,Cascadia,2014,HHD,8,66000
1591,Subaru,OUTBACK,2014,DA,1,4560
1592,TOYOTA,RAV4,2020,DA,1,9999998
1593,TOYOTA,RAV4,2012,DA,1,9999998
1594,Freightliner,Cascadia,2010,HHD,8,66000
1595,Freightliner,COLUMBIA,2016,HHD,8,60000
1596,Freightliner,COLUMBIA,2008,HHD,8,66000
1597,Freightliner,COLUMBIA,2012,HHD,8,68000
1598,Freightliner,CST112,2011,MHD,8,5800
1599,Freightliner,CST120,2014,HHD,8,68000
1600,Freightliner,COLUMBIA,2012,HHD,8,68000
1601,Freightliner,CST120,2010,HHD,8,66000
1602,Isuzu,NPR,2015,MHD,5,12000
1603,TOYOTA,RAV4,2020,DA,1,3710
1604,Chevrolet,SILVERADO,2020,DA,2,7239
1605,Ford,F-250,2022,LHD,2,6360
1606,Ford,F-150,2021,DA,2,4575
1607,Ford,ESCAPE,2018,DA,1,3226
1608,Ford,F-550,2020,LHD,2,7510
1609,International,DURASTAR,2015,MHD,6,26000
1610,Ford,F-550,2018,LHD,2,7510
1611,Ford,F350,2020,LHD,2,6350
1612,Ford,F-550,2020,LHD,2,7510
1613,Ford,F250,2017,LHD,2,7500
1614,Ford,F-350,2020,LHD,2,6300
1615,Ford,ESCAPE,2022,DA,1,3200
1616,Ford,ESAPE,2020,DA,1,3200
1617,Ford,F-150,2021,DA,2,4575
1618,Ford,F-150,2021,DA,2,4575
1619,Ford,TRANSIT,2020,LHD,3,3979
1620,Ford,F250,2016,LHD,2,10000
1621,Subaru,OUTBACK,2015,DA,1,3890
1622,Ford,E450 STARCRAFT,2014,LHD,5,14500
1623,GMC,SIERRA,2013,DA,2,6900
1624,Ford,TRANSIT CONNECT,2017,DA,3,6800
1625,Hyundai,ELANTRA,2015,DA,1,3880
1626,HINO,195,2018,MHD,8,25900
1627,Freightliner,M2,2020,MHD,8,25500
1628,HINO,195,2018,MHD,8,25900
1629,International,MV607,2018,MHD,8,22314
1630,Freightliner,m2,2020,MHD,8,25500
1631,HINO,195,2021,MHD,8,25000
1632,HINO,195,2021,MHD,8,25900
1633,Isuzu,NPR,2018,MHD,8,25000
1634,HINO,195,2018,MHD,8,25225
1635,HINO,195,2018,MHD,8,25500
1636,HINO,195,2018,MHD,8,25900
1637,Freightliner,M2,2020,MHD,8,25500
1638,HINO,195,2020,MHD,8,25800
1639,Freightliner,M2,2021,MHD,8,25000
1640,Nissan,nv2500,2020,LHD,3,5807
1641,Ford,F250,2017,LHD,2,10000
1642,DODGE,Nitro,2019,DA,1,7400
1643,DODGE,DURANGO,2016,DA,1,6400
1644,TOYOTA,TUNDRA,2015,DA,2,7200
1645,Ford,F550,2013,LHD,5,12500
1646,Chevrolet,3500 CUBE VAN,2015,LHD,3,6800
1647,Ford,E-150,2011,DA,3,7300
1648,TOYOTA,RAV4,2015,DA,1,5700
1649,TOYOTA,Camry Hybrid,2017,DA,1,2980
1650,Ford,ESCAPE,2016,DA,1,3100
1651,Hyundai,Tuscan,2019,DA,1,5280
1652,Freightliner,5500,2018,MHD,8,9510
1653,Freightliner,5500,2012,MHD,8,15000
1654,International,Durastar,2015,MHD,8,12000
1655,International,DURASTAR 4300,2018,HHD,8,46000
1656,Ford,EDGE,2014,DA,1,6500
1657,Jeep,Compass,2016,DA,1,6250
1658,Ford,F-650,2017,MHD,5,29000
1659,HONDA,CRV,2007,DA,1,4560
1660,Chevrolet,Tahoe,2019,DA,1,4800
1661,Ford,EXPLORER,2018,DA,1,4800
1662,HONDA,Civic,2017,DA,1,3900
1663,Ford,Astro Van,2014,DA,3,6800
1664,TOYOTA,Tacoma,2016,DA,2,5900
1665,Ford,ESCAPE,2021,DA,1,3226
1666,Hyundai,Accent,2015,DA,1,3100
1667,Freightliner,Cascadia,2014,HHD,8,88000
1668,Land Rover,Discovery,2017,DA,1,4300
1669,Freightliner,Cascadia,2002,HHD,8,58000
1670,Kia,SORENTO,2013,DA,1,4900
1671,BMW,525i,2007,DA,1,5004
1672,TOYOTA,Avalon,2017,DA,1,3700
1673,Freightliner,Cascadia,2017,HHD,8,66000
1674,Freightliner,Cascadia,2017,HHD,8,68000
1675,Freightliner,"New Cascadia 126"" Day cab",2015,HHD,8,88000
1676,Freightliner,B2 106 Conventional Chassis,2001,HHD,8,48000
1677,Kenworth,T2000,2008,HHD,8,48000
1678,Kenworth,T680,2016,HHD,8,66000
1679,International,7000,2005,HHD,8,52000
1680,Peterbilt,379,2006,HHD,8,58000
1681,Peterbilt,367,2019,HHD,8,58000
1682,Peterbilt,389,2017,HHD,8,58000
1683,Peterbilt,389,2018,HHD,8,47000
1684,Peterbilt,389,2014,HHD,8,58000
1685,Peterbilt,Conventional ,2008,HHD,8,58000
1686,Peterbilt,389,2014,HHD,8,62000
1687,Freightliner,M2,2011,HHD,8,42000
1688,Peterbilt,337,2013,MHD,8,60000
1689,VOLVO,VNL,1993,HHD,8,56000
1690,International,DURASTAR ,2014,HHD,8,56000
1691,TOYOTA,Hylander,2014,DA,1,6800
1692,Ford,EXPLORER,2015,DA,1,5800
1693,TOYOTA,Tacoma,2017,DA,2,7010
1694,TOYOTA,RAV4,2019,DA,1,3240
1695,Scion,xA,2016,DA,1,2416
1696,Ford,RANGER,2015,DA,2,6100
1707,Volkswagen,Jetta,2015,DA,1,4057
1708,Ford,RANGER,2017,DA,2,7000
1709,Chevrolet,EXPRESS,2010,DA,3,7800
1710,MERCEDES BENZ,EQB,2017,DA,1,6100
1711,Ford,TAURUS,2011,DA,1,3840
1712,International,PROSTAR,2010,HHD,8,66900
1713,Freightliner,"New Cascadia 116"" Day cab",2008,HHD,8,60000
1714,Freightliner,"New Cascadia 116"" Day cab",2010,HHD,8,66800
1715,Freightliner,COLUMBIA,2004,HHD,8,68000
1716,Freightliner,"New Cascadia 126"" Day cab",2009,HHD,8,46000
1717,Jeep,Compass,2021,DA,1,9999998
1718,TOYOTA,PRIUS,2017,DA,1,3480
1719,Ford,Bronco,2014,DA,1,5540
1720,Chevrolet,3500,2015,LHD,2,6230
1721,DODGE,Nitro,2017,DA,1,6100
1722,Freightliner,SPRINTER 2500,2010,LHD,8,9999998
1723,International,DURASTAR,2020,HHD,8,35500
1724,Freightliner,Cascadia,2019,HHD,8,52000
1725,VOLVO,VN,2016,HHD,8,45000
1726,Freightliner,Cascadia,2009,MHD,8,23600
1727,Freightliner,Cascadia,2012,HHD,8,35000
1728,Freightliner,cascadia 126,2015,MHD,8,26222
1729,TOYOTA,hylander ,2015,DA,1,5960
1730,Freightliner,Cascadia,2018,HHD,8,80000
1731,Freightliner,114SD,2018,HHD,8,92000
1732,Chevrolet,1500,2020,DA,2,4430
1733,International,DURASTAR 4300,2009,HHD,8,44600
1734,International,PROSTAR,2011,HHD,8,66000
1735,International,PROSTAR,2009,HHD,8,65000
1736,Freightliner,M2,2016,MHD,8,25625
1737,Freightliner,M2,2014,MHD,8,25500
1738,Freightliner,M2106,2019,MHD,8,25500
1739,Freightliner,M2106,2018,MHD,8,25500
1740,Freightliner,M2106,2019,MHD,8,25500
1741,Peterbilt,335,2008,HHD,8,34000
1742,Peterbilt,365,2011,HHD,8,39008
1743,Peterbilt,335,2009,HHD,8,33000
1744,Chevrolet,Blazer,2013,DA,1,4860
1745,HONDA,Civic,2013,DA,1,2900
1746,Ford,TRANSIT 150,2014,DA,1,6800
1747,Chevrolet,1500,2012,DA,2,7700
1748,Ford,F250,2014,LHD,2,10000
1749,Ford,F650 FLATBED,2014,MHD,5,12250
1750,TOYOTA,HIGHLANDER,2016,DA,1,6800
